Name,Country,Born,Order,Consistory,Office,Country,Region,L1_Tags,L1_Scores,L2_Tags,L2_Scores,L3_Tags,L3_Scores,L4_Tags,L4_Scores,L5_Tags,L5_Scores,Paragraph
Wilton Daniel Gregory,United States,7 December 1947,CP,28 November 2020 Francis,Archbishop emeritus of Washington,United States,USA / Canada,USA_CANADA,0.93,INST_EMERITUS,0.92,SOC_SOCJUS;SOC_MERCY;DOCT_PROGRESS,0.82;0.78;0.45,NET_NONE,0.95,FAC_IDE_PROGRESS,0.45,"Cardinal Wilton Gregory foregrounds racial justice, migrants’ dignity and ecological stewardship, repeatedly calling systemic racism and poverty “life issues” the Church must confront. Pastoral language dominates his public remarks: he stresses accompaniment over exclusion and has said neither politicians who back abortion rights nor LGBT Catholics should be turned away from the Eucharist. While loyal to magisterial teaching, he voices openness to Pope Francis’ enlarging approach to moral and cultural questions, signalling a cautious but real sympathy for progressive currents within contemporary Catholicism."
Jose Advincula OP,Philippines,30 March 1952,CP,28 November 2020 Francis,Archbishop of Manila,Philippines,South-East Asia,SOUTH_EAST_ASIA,0.92,INST_RES_CAPITAL,0.86,SOC_SOCJUS;SOC_MERCY;REF_MAX,0.8;0.6;0.55,NET_DOM,0.92,FAC_REG_ASIA;FAC_IDE_GLOBAL_JUSTICE;FAC_IDE_PROGRESS,0.6;0.35;0.2,"As archbishop of Manila, Cardinal Advincula foregrounds “listening” and the preferential option for the poor. He has repeatedly urged defence of Indigenous peoples, opposed repressive security laws and called economic inequality the country’s “deepest wound,” echoing Laudato Si’ and Fratelli Tutti. During the continental phase of the synodal process he pressed for real lay co-responsibility, saying Philippine Catholics “must speak and be heard” in decision-making. His rhetoric centres on mercy-pastoral accompaniment rather than culture-war themes, situating him in the Church’s social-justice and synodal currents."
Augusto Paolo Lojudice,Italy,1 July 1964,CP,28 November 2020 Francis,Archbishop of Siena–Colle di Val d'Elsa–Montalcino and Bishop of Montepulciano–Chiusi–Pienza,Italy,Europe,EU_ITALY,0.93,INST_RES_SUFFRAGAN,0.8,SOC_SOCJUS;SOC_MERCY,0.85;0.6,NET_SANT,0.45,FAC_REG_ITALY_RES;FAC_IDE_PROGRESS;FAC_IDE_GLOBAL_JUSTICE,0.75;0.5;0.3,"Cardinal Lojudice is best known for passionate advocacy on behalf of migrants, Roma communities and the working poor. Echoing Pope Francis’ language, he frames the Church as a “field hospital” that must stand alongside society’s discarded and press civil authorities for more humane policies, safe corridors and social redistribution. While not identified with doctrinal battles, his public profile consistently highlights poverty, hospitality and ecological concern, placing him firmly in the Italian episcopate’s social-justice and mercy-pastoral wing."
Jean-Marc Aveline,France,26 December 1958,CP,27 August 2022 Francis,Archbishop of Marseille,France,Europe,EU_WEST_NORDIC,0.92,INST_RES_CAPITAL,0.78,SOC_SOCJUS;REF_MAX;SOC_MERCY,0.82;0.62;0.55,NET_NONE,0.92,FAC_IDE_PROGRESS;FAC_IDE_GLOBAL_JUSTICE,0.7;0.35,"Cardinal Aveline is widely identified with Pope Francis’ Mediterranean and migrant-focused agenda. He consistently links the Gospel to hospitality for refugees, ecological stewardship and the fight against social exclusion. At the governance level he is an enthusiastic promoter of the synodal process, stressing the need for listening, lay participation and greater room for local churches to act. His preaching also adopts the ‘field-hospital’ language of merciful accompaniment, placing pastoral welcome ahead of culture-war confrontation."
Peter Okpaleke,Nigeria,1 March 1963,CP,27 August 2022 Francis,Bishop of Ekwulobia,Nigeria,Africa,AFRICA,0.92,INST_RES_SUFFRAGAN,0.93,DOCT_CONSERV;SOC_SOCJUS;REF_STATUS_QUO,0.72;0.58;0.42,NET_NONE,0.76,FAC_REG_AFRICA;FAC_IDE_GLOBAL_JUSTICE,0.6;0.25,"Cardinal Peter Okpaleke is best known for stout adherence to Catholic moral teaching while emphasising the Church’s social mission in Nigeria’s fraught context. In press remarks during the 2023 Synod he rejected proposals to bless same-sex unions and insisted on continuity with established doctrine. At home he frequently denounces corruption, poverty and insecurity, urging public officials to uphold the common good. Although supportive of the Pope’s call to “walk together,” he cautions that genuine synodality must stay anchored to Rome to avoid fragmentation."
Leonardo Ulrich Steiner OFM,Brazil,6 November 1950,CP,27 August 2022 Francis,Archbishop of Manaus,Brazil,South America,SOUTH_AMERICA,0.92,INST_RES_CAPITAL,0.78,SOC_SOCJUS;REF_MAX;DOCT_PROGRESS,0.9;0.78;0.55,NET_FRAN,0.92,FAC_REG_LATAM_CONT;FAC_IDE_GLOBAL_JUSTICE;FAC_IDE_PROGRESS,0.75;0.65;0.45,"Cardinal Leonardo Ulrich Steiner, a Franciscan and leading Amazon prelate, frames evangelization around ecology, indigenous cultures and social justice. As synod father and later archbishop of Manaus, he pushed for stronger local decision-making, married priests and study of women’s diaconate, reflecting a synodal-maximalist bent. His rhetoric echoes Pope Francis’ ‘integral ecology’ and preferential option for the poor, while signalling openness to selected doctrinal developments rather than rigid continuity. The cardinal is thus placed in the Church’s progressive, socially engaged current."
Filipe Neri Ferrão,India,20 January 1953,CP,27 August 2022 Francis,Archbishop of Goa and Daman and Patriarch of the East Indies,India,South Asia,SOUTH_ASIA,0.83,INST_RES_SUFFRAGAN,0.78,SOC_SOCJUS;REF_MAX;SOC_MERCY,0.78;0.46;0.4,NET_NONE,0.8,FAC_REG_ASIA;FAC_IDE_GLOBAL_JUSTICE;FAC_IDE_PROGRESS,0.45;0.28;0.2,"Cardinal Filipe Neri Ferrão is best known for energetically defending social justice concerns in India. His pastoral letters criticise threats to the constitution, ecological damage and widening poverty, echoing *Laudato Si’* and *Fratelli tutti*. As former CBCI president he welcomes Pope Francis’s synodal reforms, stressing wider lay participation, though without outlining radical structural changes. Preaching during the pandemic, he highlighted unconditional pastoral care for migrant workers and the unemployed. Taken together, he fits the Church’s socially engaged, moderately reform-minded current."
Robert McElroy,United States,5 February 1954,CP,27 August 2022 Francis,Archbishop of Washington,United States,USA / Canada,USA_CANADA,0.92,INST_RES_SUFFRAGAN,0.82,DOCT_PROGRESS;SOC_MERCY;SOC_SOCJUS,0.88;0.83;0.72,NET_NONE,0.8,FAC_IDE_PROGRESS;FAC_IDE_GLOBAL_JUSTICE,0.78;0.35,"Cardinal Robert McElroy, a key U.S. voice aligned with Pope Francis, consistently argues for a “radically inclusive” Church. He champions the full pastoral welcome of LGBTQ Catholics and the divorced-remarried, supports exploring a women’s diaconate and a fresh reading of *Humanae Vitae*, and has publicly criticized culture-war Communion bans. His homilies and writings stress mercy over judgment while linking Gospel witness to migrant protection, climate action and economic equity. Overall, he occupies the progressive, mercy-oriented social-justice wing of today’s Catholic hierarchy."
Virgílio do Carmo da Silva SDB,Timor-Leste,27 November 1967,CP,27 August 2022 Francis,Archbishop of Díli,East Timor,South-East Asia,SOUTH_EAST_ASIA,0.92,INST_RES_CAPITAL,0.78,SOC_SOCJUS;DOCT_CONSERV,0.78;0.46,NET_SAL;NET_FABC,0.95;0.45,FAC_REG_ASIA;FAC_IDE_GLOBAL_JUSTICE;FAC_INS_TAGLE,0.65;0.35;0.2,"Cardinal Virgílio do Carmo da Silva is chiefly known for his social-pastoral focus. Drawing on Timor-Leste’s history of struggle, he calls the Church to defend the poor, invest in education and protect the island’s fragile environment, frequently citing Laudato Si’ and local culture. On contested moral questions he aligns with the Asian episcopate’s conservative line, backing traditional teaching on marriage and distancing the Church from recent proposals for same-sex blessings. His public profile therefore mixes robust social-justice advocacy with doctrinal caution."
Oscar Cantoni,Italy,1 September 1950,CP,27 August 2022 Francis,Bishop of Como,Italy,Europe,EU_ITALY,0.92,INST_RES_SUFFRAGAN,0.91,SOC_SOCJUS;REF_STATUS_QUO;SOC_MERCY,0.75;0.6;0.42,NET_NONE,0.8,FAC_REG_ITALY_RES;FAC_IDE_PROGRESS,0.55;0.25,"Bishop-cardinal Oscar Cantoni is primarily known for his social concern. He consistently highlights the Gospel imperative to welcome migrants, protect the poor, and care for creation, aligning him with the Church’s social-justice current. Governance-wise he stresses obedient communion with the Pope and incremental renewal, signalling preference for a status-quo, centrally guided synodality rather than sweeping decentralisation. Pastorally, his homilies echo Pope Francis’ “field hospital” imagery, urging merciful accompaniment of wounded people, though without advocating controversial doctrinal revisions."
Anthony Poola,India,15 November 1961,CP,27 August 2022 Francis,Archbishop of Hyderabad,India,South Asia,SOUTH_ASIA,0.93,INST_RES_CAPITAL,0.78,SOC_SOCJUS;SOC_MERCY;DOCT_CONSERV,0.75;0.27;0.35,NET_NONE,0.2,FAC_IDE_GLOBAL_JUSTICE;FAC_REG_ASIA,0.45;0.4,"Cardinal Anthony Poola foregrounds the Church’s mission among India’s Dalits, tribals and the economically excluded. His speeches stress dignity, social inclusion and practical charity, echoing Pope Francis’ concern for peripheries. Pastoral messaging highlights compassion and concrete aid, framing the Church as a “home for all” rather than a gate-keeper. On doctrinal questions he offers no reformist signals, reflecting the generally conservative stance of India’s hierarchy and focusing his energies on social uplift rather than structural or theological innovation."
Paulo Cezar Costa,Brazil,20 July 1967,CP,27 August 2022 Francis,Archbishop of Brasília,Brazil,South America,SOUTH_AMERICA,0.93,INST_RES_CAPITAL,0.93,REF_MAX;SOC_SOCJUS;SOC_MERCY,0.78;0.74;0.45,NET_CELAM,0.45,FAC_REG_LATAM_CONT;FAC_IDE_PROGRESS;FAC_CURIA_DOCTRINE,0.7;0.45;0.2,"Cardinal Paulo Cezar Costa publicly aligns with Pope Francis’ synodal agenda, repeatedly insisting that effective decision-making must include laity, women and local churches. His speeches within the Brazilian bishops’ conference stress ecological conversion, protection of Indigenous peoples and structural responses to inequality, echoing Laudato Si’ and Querida Amazonia. Pastoral preaching in Brasília draws on the ‘field-hospital’ image, urging inclusive welcome for all. Overall he stands out as a synodal, socially-oriented prelate within Francis’ reformist current."
William Goh,Singapore,25 June 1957,CP,27 August 2022 Francis,Archbishop of Singapore,Singapore,South-East Asia,SOUTH_EAST_ASIA,0.92,INST_RES_CAPITAL,0.82,DOCT_CONSERV;SOC_DIPLO_REAL;REF_STATUS_QUO,0.83;0.52;0.48,NET_CHARIS;NET_FABC,0.72;0.25,FAC_REG_ASIA;FAC_INS_TAGLE,0.55;0.18,"Cardinal William Goh presents a firmly orthodox moral outlook, repeatedly affirming Church teaching on marriage, sexuality and bioethics while warning against doctrinal ‘confusion’. At the same time he adopts a pragmatic, conciliatory style toward Singapore’s plural society, stressing respect for civil law and dialogue rather than confrontation. He supports the Pope’s synodal process but speaks in favour of gradual, centrally guided reform rather than major structural shifts. His profile therefore aligns with conservative doctrine, diplomatic realism and a status-quo approach to governance."
Adalberto Martínez Flores,Paraguay,8 July 1951,CP,27 August 2022 Francis,Archbishop of Asunción,Paraguay,South America,SOUTH_AMERICA,0.93,INST_RES_CAPITAL,0.8,SOC_SOCJUS;REF_MAX;SOC_ECON_LEFT,0.82;0.66;0.61,NET_NONE,0.75,FAC_REG_LATAM_CONT;FAC_IDE_GLOBAL_JUSTICE;FAC_IDE_PROGRESS,0.65;0.35;0.25,"Cardinal Adalberto Martínez Flores places the Paraguayan Church at the service of social justice. His speeches and homilies emphasise endemic poverty, unequal land ownership, indigenous rights and ecological stewardship, urging structural reforms and ethical politics. During the continental synodal phase he argued that bishops must listen and share deliberative authority with lay men and women, presenting synodality as ‘walking together in decision-making’. While fully aligned with Pope Francis’ magisterium, he shows no push for doctrinal rupture, positioning him as a socially engaged, reform-oriented prelate."
Giorgio Marengo IMC,Mongolia,7 June 1974,CP,27 August 2022 Francis,Apostolic Prefect of Ulaanbaatar,Mongolia,East Asia,EAST_ASIA,0.92,INST_RES_SUFFRAGAN,0.78,SOC_SOCJUS;SOC_MERCY;REF_MAX,0.75;0.6;0.45,NET_NONE,0.25,FAC_REG_ASIA;FAC_IDE_PROGRESS;FAC_INS_TAGLE,0.45;0.25;0.18,"The Mongolian prefect presents a strongly missionary, socially engaged profile. He stresses integral ecology and respect for local nomadic culture, framing evangelization around solidarity with the poor and stewardship of creation. His frequent “field-hospital” language and emphasis on patient accompaniment reveal a mercy-oriented pastoral style. In interviews about the global Synod, he praises broad listening and lay participation, seeing decentralised discernment as more attuned to Asian cultures, though without pushing explicit doctrinal change. Overall he aligns with Pope Francis’ social-justice and synodal priorities."
Pierbattista Pizzaballa OFM,Jerusalem,21 April 1965,CP,30 September 2023 Francis,Latin Patriarch of Jerusalem,Italy,Europe,MENA,0.85,INST_RES_CAPITAL,0.75,SOC_DIPLO_REAL;SOC_SOCJUS,0.82;0.56,NET_FRAN;NET_NEOCAT;NET_SANT,0.92;0.47;0.25,FAC_IDE_PROGRESS;FAC_CURIA_DIPLO;FAC_REG_ASIA,0.45;0.25;0.2,"Patriarch Pierbattista Pizzaballa is best known for his on-the-ground peacemaking in the Holy Land. Navigating between Israeli, Palestinian and international actors, he advocates pragmatic ceasefires, hostage exchanges and humanitarian corridors while avoiding partisan or culture-war rhetoric. His Franciscan background grounds a social-justice concern for civilian protection and the dignity of both peoples, yet his primary register is diplomatic: defusing conflict, fostering interreligious trust and urging concrete, doable steps rather than ideological grandstanding. Little in his public record addresses intra-church doctrinal debates."
Stephen Brislin,South Africa,24 September 1956,CP,30 September 2023 Francis,Archbishop of Johannesburg,South Africa,Africa,AFRICA,0.93,INST_RES_CAPITAL,0.78,SOC_SOCJUS;REF_MAX;SOC_MERCY,0.83;0.75;0.58,NET_NONE,0.8,FAC_REG_AFRICA;FAC_IDE_GLOBAL_JUSTICE;FAC_IDE_PROGRESS,0.7;0.5;0.25,"Cardinal Brislin is widely viewed as a socially engaged prelate. He foregrounds structural poverty, ecological responsibility and equitable land reform in South Africa, echoing Pope Francis’ priority for an integral social-justice agenda. At the 2023 Synod sessions he championed robust lay involvement and episcopal conference discernment, reflecting a decentralising, synodal-maximalist outlook. His pastoral rhetoric stresses welcome and accompaniment, explicitly naming those who feel marginalised, including LGBT persons, yet without pushing specific doctrinal changes. Overall he sits in the Church’s reform-minded, justice-oriented middle ground."
Ángel Sixto Rossi SJ,Argentina,11 August 1958,CP,30 September 2023 Francis,Archbishop of Córdoba,Argentina,South America,SOUTH_AMERICA,0.92,INST_RES_CAPITAL,0.78,SOC_MERCY;SOC_SOCJUS;REF_MAX,0.78;0.72;0.45,NET_JES,0.87,FAC_REG_LATAM_CONT;FAC_IDE_GLOBAL_JUSTICE;FAC_IDE_PROGRESS,0.6;0.3;0.25,"Archbishop Ángel Rossi, a Jesuit shaped by street ministry, frames the Church as a “field hospital” that must first heal wounds and accompany every person. His homilies and interviews repeatedly stress mercy and closeness to those in material or spiritual poverty, while diocesan programmes channel significant energy into social-justice outreach in Córdoba’s villas and migrant communities. Rossi also champions Pope Francis’ synodal style, organising extensive local listening sessions and urging shared discernment, though without publicly lobbying for doctrinal overhauls."
Luis José Rueda Aparicio,Colombia,3 March 1962,CP,30 September 2023 Francis,Archbishop of Bogotá,Colombia,South America,SOUTH_AMERICA,0.93,INST_RES_PRIMATE,0.85,SOC_SOCJUS;REF_MAX;SOC_ECON_LEFT,0.85;0.65;0.45,NET_NONE,0.55,FAC_REG_LATAM_CONT;FAC_IDE_GLOBAL_JUSTICE;FAC_IDE_PROGRESS,0.68;0.42;0.25,"Cardinal Luis José Rueda Aparicio is widely seen as a Francis-aligned pastor whose priorities centre on peace-building, poverty relief and care for creation in conflict-scarred Colombia. He regularly links the Gospel to structural issues such as land concentration and rural inequality, urging economic reforms that favour the excluded. In church governance he is an enthusiastic promoter of the continental and universal Synod, stressing listening to laity and marginalized groups as a path to renewal. His statements focus far more on social justice than on culture-war or doctrinal battles."
Grzegorz Ryś,Poland,9 February 1964,CP,30 September 2023 Francis,Archbishop of Łódź,Poland,Europe,EU_CEE_BALK,0.92,INST_RES_SUFFRAGAN,0.8,REF_MAX;SOC_MERCY;SOC_SOCJUS,0.82;0.75;0.52,NET_CHARIS;NET_CNEUF;NET_NEOCAT,0.55;0.3;0.18,FAC_IDE_PROGRESS;FAC_IDE_GLOBAL_JUSTICE,0.55;0.25,"Cardinal Ryś is viewed as the Polish Church’s leading synodal advocate, arguing that genuine ecclesial decisions must emerge through broad lay participation rather than top-down decree. His pastoral language echoes Pope Francis’ “field hospital” image, prioritising accompaniment of those on society’s and the Church’s margins. Regular interventions on migrant welcome and structural poverty further mark him as socially conscious and justice-oriented, distinguishing him from more culture-war-minded voices in Poland’s episcopate."
Stephen Ameyu Martin Mulla,South Sudan,10 January 1964,CP,30 September 2023 Francis,Archbishop of Juba,South Sudan,Africa,AFRICA,0.93,INST_RES_CAPITAL,0.78,SOC_DIPLO_REAL;DOCT_CONSERV;SOC_SOCJUS,0.8;0.71;0.52,NET_NONE,0.8,FAC_REG_AFRICA;FAC_IDE_GLOBAL_JUSTICE,0.55;0.25,"Cardinal Stephen Ameyu Martin Mulla is best known for his bridge-building efforts in war-torn South Sudan. Repeatedly involved in negotiations between Dinka, Nuer and political factions, he stresses dialogue, disarmament and pragmatic compromise over ideological confrontation, aligning him with a diplomatic-realist current. On doctrinal matters he has signed his bishops’ conference statement rejecting the Vatican text on same-sex blessings, showing a basically conservative moral stance. Pastoral talks also underline the Church’s obligation to address hunger, displacement and equitable resource-sharing, marking a clear social-justice sensitivity."
José Cobo Cano,Spain,20 September 1965,CP,30 September 2023 Francis,Archbishop of Madrid,Spain,Europe,EU_WEST_NORDIC,0.92,INST_RES_CAPITAL,0.85,REF_MAX;SOC_SOCJUS;SOC_MERCY,0.78;0.75;0.55,NET_NONE,0.8,FAC_IDE_PROGRESS,0.75,"Cardinal José Cobo Cano is viewed as one of the more pastorally progressive Spanish prelates. He repeatedly champions Pope Francis’ synodal reform, urging genuine co-responsibility and decision-making roles for lay men and women. Socially, he foregrounds migration, inequality and ecological urgency, calling for structural change in defence of the vulnerable. His preaching deploys “field-hospital” language of welcome and accompaniment, stressing that no group should feel excluded from the Church. Together these positions place him in the synodal-maximalist, social-justice and mercy-pastoral currents."
Protase Rugambwa,Tanzania,31 May 1960,CP,30 September 2023 Francis,Archbishop of Tabora,Tanzania,Africa,AFRICA,0.93,INST_RES_SUFFRAGAN,0.78,REF_STATUS_QUO;SOC_SOCJUS;DOCT_CONSERV,0.55;0.42;0.4,NET_NONE,0.74,FAC_REG_AFRICA;FAC_INS_TAGLE;FAC_IDE_GLOBAL_JUSTICE,0.55;0.25;0.2,"Cardinal Protase Rugambwa speaks of his ministry as service to the universal Church under the Pope, favouring incremental paths over structural overhauls. He stresses fidelity to established doctrine in evangelisation, signalling a conservative theological instinct, yet devotes substantial attention to concrete social questions—health care, poverty relief and integral human development—using language resonant with Laudato Si’ and Fratelli Tutti. His profile therefore blends a status-quo view of governance with a pastoral, social-justice concern rather than overt ideological activism."
Sebastian Francis,Malaysia,11 November 1951,CP,30 September 2023 Francis,Bishop of Penang,Malaysia,South-East Asia,SOUTH_EAST_ASIA,0.91,INST_RES_SUFFRAGAN,0.78,REF_MAX;SOC_SOCJUS;SOC_MERCY,0.72;0.6;0.45,NET_FABC,0.55,FAC_REG_ASIA;FAC_IDE_GLOBAL_JUSTICE;FAC_IDE_PROGRESS,0.55;0.3;0.22,"Cardinal Sebastian Francis presents himself as an enthusiastic agent of Pope Francis’ synodal vision. As president of the Malaysia-Singapore-Brunei conference he repeatedly highlighted the need for wider lay and youth co-decision and urged local churches to find solutions “from below”, signalling a decentralising instinct. Public addresses focus on protecting migrants, inter-religious harmony and ecological duty, placing him in the social-justice current. His preaching also adopts the “field-hospital” language of unconditional welcome, stressing mercy over boundary-policing without openly challenging doctrine."
Stephen Chow Sau-yan SJ,China (Hong Kong),7 August 1959,CP,30 September 2023 Francis,Bishop of Hong Kong,Hong Kong,East Asia,EAST_ASIA,0.92,INST_RES_CAPITAL,0.82,SOC_DIPLO_REAL;SOC_SOCJUS;SOC_MERCY,0.81;0.56;0.46,NET_JES;NET_FABC,0.93;0.32,FAC_CURIA_DIPLO;FAC_REG_ASIA;FAC_IDE_PROGRESS,0.55;0.65;0.3,"A Jesuit educator turned bishop, Cardinal Stephen Chow is best known for his bridge-building diplomacy between Hong Kong, Mainland China and the universal Church. Repeatedly stressing “dialogue, not confrontation,” he adopts a pragmatic, trust-building tone that avoids culture-war language. Pastoral letters centre on healing social wounds after the 2019 protests and on serving the marginalised, echoing Pope Francis’ social-justice priorities. While supportive of the global synodal process, he voices few doctrinal innovations, focusing instead on reconciliation and practical charity."
François-Xavier Bustillo OFMConv,France,23 November 1968,CP,30 September 2023 Francis,Bishop of Ajaccio,France,Europe,EU_WEST_NORDIC,0.9,INST_RES_SUFFRAGAN,0.82,SOC_MERCY;SOC_SOCJUS,0.66;0.46,NET_FRAN,0.92,FAC_IDE_PROGRESS,0.25,"The Conventual Franciscan cardinal foregrounds a ‘field-hospital’ vision: a Church that accompanies wounded people with closeness, listening and fraternity. In media interviews he stresses pastoral welcome over culture-war stances and calls himself an “artisan of mercy.” His Franciscan identity also shapes repeated appeals for ecological conversion and attention to migrants and the poor, echoing Laudato si’ and Fratelli tutti. While loyal to magisterial teaching, his public record focuses less on doctrinal battles than on concrete social care and inclusive outreach."
Américo Aguiar,Portugal,12 December 1973,CP,30 September 2023 Francis,Bishop of Setúbal,Portugal,Europe,EU_WEST_NORDIC,0.82,INST_RES_SUFFRAGAN,0.92,SOC_MERCY;SOC_SOCJUS;REF_MAX,0.82;0.73;0.6,NET_NONE,0.45,FAC_IDE_PROGRESS,0.55,"Cardinal Aguiar projects Pope Francis’s “field-hospital” style. As architect of World Youth Day 2023 he stressed encounter over proselytism and repeatedly urges the Church to welcome every young person, whatever their background. Now in Setúbal he foregrounds housing, precarious work and migrants, calling for concrete policies that put the poor ""at the centre."" During the Synod he voiced support for wider lay participation and for decisions to arise from local listening processes. His profile thus blends pastoral inclusion, social-justice concern and a cautiously synodal reform outlook."
Carlos Castillo Mattasoglio,Peru,28 February 1950,CP,7 December 2024 Francis,Archbishop of Lima,Peru,South America,SOUTH_AMERICA,0.92,INST_RES_PRIMATE,0.88,SOC_LIB_THEO;DOCT_PROGRESS;REF_MAX,0.92;0.75;0.6,NET_NONE,0.32,FAC_REG_LATAM_CONT;FAC_IDE_PROGRESS;FAC_IDE_GLOBAL_JUSTICE,0.75;0.65;0.45,"A close collaborator of Gustavo Gutiérrez, Archbishop Castillo presents liberation theology as the core of Lima’s pastoral identity and prioritises the poor, base communities and social justice. He embraces Pope Francis’ reform agenda, organising diocesan synodal assemblies that give laity real deliberative weight and calling for greater local autonomy. On contested moral issues he takes an inclusive stance; after the 2021 CDF ban on same-sex blessings he insisted that “nobody should be denied a blessing,” signalling openness to further doctrinal development toward LGBT pastoral care."
Vicente Bokalic Iglic CM,Argentina,11 June 1952,CP,7 December 2024 Francis,Archbishop of Santiago del Estero,Argentina,South America,SOUTH_AMERICA,0.85,INST_RES_SUFFRAGAN,0.78,SOC_SOCJUS;SOC_ECON_LEFT;SOC_MERCY,0.82;0.65;0.45,NET_NONE,0.8,FAC_REG_LATAM_CONT;FAC_IDE_GLOBAL_JUSTICE,0.45;0.3,"Vincentian bishop Vicente Bokalic, long-time president of Cáritas Argentina, keeps the spotlight on poverty, inequality and ecological concern. He frequently invokes Laudato Si’ and Fratelli Tutti when calling for stronger public policies, land access and debt relief, positioning himself on the Church’s economic-left flank. His pastoral letters and homilies emphasise a “field-hospital” Church that accompanies migrants, inmates and addicts, underscoring mercy and inclusion. While supportive of Pope Francis’ synodal style, he seldom enters doctrinal debates, remaining chiefly a social-justice voice in the Argentine hierarchy."
Luis Cabrera Herrera OFM,Ecuador,11 October 1955,CP,7 December 2024 Francis,Archbishop of Guayaquil,Ecuador,South America,SOUTH_AMERICA,0.93,INST_RES_CAPITAL,0.82,SOC_SOCJUS;SOC_ECON_LEFT;REF_MAX,0.78;0.56;0.45,NET_FRAN;NET_CELAM,0.9;0.45,FAC_REG_LATAM_CONT;FAC_IDE_GLOBAL_JUSTICE;FAC_IDE_PROGRESS,0.47;0.32;0.18,"A Franciscan pastor with long involvement in CELAM, Archbishop Cabrera foregrounds social justice, ecology and the plight of Ecuador’s indigenous poor. He critiques neoliberal economic models, calling for structural change and stronger state protection of the vulnerable. Within Church governance he voices enthusiasm for the Pope’s synodal path, encouraging wider lay participation and regional decision-making. While he does not campaign on hot-button doctrinal issues, his public record places him in the socially engaged, reform-minded wing of the Latin-American episcopate."
Fernando Chomalí Garib,Chile,10 March 1957,CP,7 December 2024 Francis,Archbishop of Santiago de Chile,Chile,South America,SOUTH_AMERICA,0.92,INST_RES_CAPITAL,0.82,DOCT_CONSERV;SOC_SOCJUS,0.85;0.72,NET_NONE,0.95,FAC_CURIA_DOCTRINE;FAC_REG_LATAM_CONT;FAC_IDE_GLOBAL_JUSTICE,0.72;0.5;0.2,"Archbishop Chomalí is a trained moral theologian and veteran bioethicist who consistently defends Church teaching on abortion, euthanasia and marriage, calling such practices “crimes against life”. Concurrently, he speaks forcefully against Chile’s deep social inequities, backing constitutional and economic reforms that put human dignity ahead of market logic. The combination places him firmly in the doctrinally conservative wing while coupling that stance with a prominent social-justice concern typical of many Latin-American bishops."
Tarcisio Isao Kikuchi SVD,Japan,1 November 1958,CP,7 December 2024 Francis,Archbishop of Tokyo,Japan,East Asia,EAST_ASIA,0.88,INST_RES_CAPITAL,0.82,SOC_SOCJUS;REF_MAX;SOC_MERCY,0.86;0.55;0.45,NET_SVD;NET_FABC,0.92;0.82,FAC_IDE_GLOBAL_JUSTICE;FAC_REG_ASIA;FAC_INS_TAGLE,0.65;0.45;0.25,"SVD missionary Archbishop Kikuchi places social justice at the heart of his ministry. Now president of Caritas Internationalis, he repeatedly invokes Laudato Si’ and Fratelli Tutti to demand ecological stewardship, solidarity with migrants and poverty eradication. Commenting on the global Synod, he calls for a listening Church that empowers lay voices and local realities, signalling openness to stronger decentralisation. His preaching frames the Church as a “field hospital” that accompanies all who suffer, making mercy-driven outreach more important than ideological polemics."
Pablo Virgilio David,Philippines,2 March 1959,CP,7 December 2024 Francis,Bishop of Kalookan,Philippines,South-East Asia,SOUTH_EAST_ASIA,0.83,INST_RES_SUFFRAGAN,0.78,SOC_SOCJUS;REF_MAX;SOC_MERCY,0.82;0.63;0.55,NET_FABC,0.45,FAC_REG_ASIA;FAC_INS_TAGLE;FAC_IDE_GLOBAL_JUSTICE,0.75;0.5;0.35,"Bishop Pablo Virgilio David is widely identified with Pope Francis’s social-justice thrust. As CBCP president he denounces extrajudicial killings, defends human-rights advocates and frames poverty, ecology and migration as core Gospel issues. He also champions a participatory, listening Church, pushing diocesan consultations and lay co-decision during the global Synod. Pastoral language of healing and accompaniment shapes his outreach to drug users and other marginalized groups. Together these positions locate him in the justice-oriented, synodal-maximalist wing rather than in doctrinal or culture-war debates."
Ladislav Nemet SVD,Serbia,7 September 1956,CP,7 December 2024 Francis,Archbishop of Belgrade,Serbia,Europe,EU_CEE_BALK,0.92,INST_RES_CAPITAL,0.82,SOC_DIPLO_REAL;SOC_SOCJUS,0.55;0.45,NET_SVD,0.95,FAC_IDE_PROGRESS,0.2,"Archbishop Ladislav Német, an SVD missionary serving a tiny Catholic minority in Orthodox-majority Serbia, stresses pragmatic dialogue and peaceful coexistence above culture-war confrontation. In interviews he highlights the Church’s diplomatic role in easing regional tensions and advancing ecumenism. He also backs the humane reception of migrants transiting the Balkans and regularly cites Pope Francis’ call for a Church close to the poor. While his doctrinal views draw little public notice, his social voice aligns with justice-oriented, realist engagement."
